did,Driver,Compound,Race,Year,PitStop,LapNumber,Stint,TyreLife,Position,LapTime (s),LapTime_Delta,Cumulative_Degradation,RaceProgress,Position_Change,PitNextLap
346673,D175,HARD,Pre-Season Testing,2022,0,21,2,5.0,10,114.454,8.97699999999999,-7.941999999999993,0.2916666666666667,6.0,0
389606,D133,HARD,Mexico City Grand Prix,2023,0,51,3,20.0,15,84.826,-0.3830000000000098,-44.89800000000001,0.7183098591549296,0.0,0
283342,D043,HARD,Bahrain Grand Prix,2023,0,53,3,29.0,13,98.413,-0.034000000000006,-21.236000000000004,0.929824561403,0.0,0
318367,LAW,HARD,Qatar Grand Prix,2025,1,49,3,25.0,10,84.068,10.865000000000007,-6.013999999999996,0.6363636363636364,6.0,0
91963,D286,HARD,Australian Grand Prix,2022,1,38,2,18.0,15,83.943,-0.811000000000007,20.680000000000007,0.5277777777777778,-8.0,0
96187,D013,HARD,Italian Grand Prix,2024,1,20,2,8.0,14,84.913,-23.692,-45.88600000000001,0.2816901408450704,-1.0,0
347865,D087,HARD,Italian Grand Prix,2024,0,16,1,16.0,9,85.16,8.043999999999997,-94.79500000000002,0.2222222222222222,2.0,0
163424,D019,HARD,United States Grand Prix,2023,0,47,3,18.0,9,106.845,-0.2920000000000016,-22.079000000000008,0.6714285714285714,0.0,0
309581,D078,HARD,Italian Grand Prix,2024,0,47,2,32.0,12,85.085,-10.723,-45.88700000000003,0.618421052631579,0.0,0
356880,D042,HARD,Monaco Grand Prix,2023,0,23,1,23.0,6,78.838,0.1139999999999901,-11.00500000000001,0.2948717948717949,0.0,0
301449,D174,HARD,Italian Grand Prix,2024,0,19,1,19.0,9,86.126,-12.223,-75.902,0.25,3.0,0
153758,D024,HARD,Abu Dhabi Grand Prix,2023,0,49,3,25.0,14,89.766,-0.1949999999999931,-21.27000000000001,0.8448275862068966,0.0,0
122936,MAG,HARD,Abu Dhabi Grand Prix,2024,0,32,2,30.0,7,90.543,-9.918000000000006,-30.074,0.4507042253521127,-2.0,0
239883,KLE,HARD,Mexico City Grand Prix,2022,0,44,2,17.0,2,83.897,-28.973,-45.917,0.6111111111111112,-1.0,0
315514,D052,HARD,Austrian Grand Prix,2023,0,13,3,5.0,5,71.148,-0.0730000000000075,-38.971,0.1830985915492957,0.0,0
401417,D107,HARD,United States Grand Prix,2024,1,20,2,3.0,8,98.903,-0.5609999999999928,-9.099999999999994,0.2564102564102564,-4.0,0
279550,D051,HARD,Spanish Grand Prix,2023,0,25,2,17.0,15,81.978,1.1029999999999944,-19.86500000000001,0.3846153846153846,0.0,0
146063,SWI,HARD,Australian Grand Prix,2022,1,24,2,16.0,19,87.871,9.832999999999998,-56.931000000000026,0.3380281690140845,-1.0,0
144404,D016,HARD,Austrian Grand Prix,2023,0,31,3,21.0,4,70.182,-0.0409999999999968,-35.68299999999999,0.4366197183098591,0.0,0
79954,D006,HARD,Austrian Grand Prix,2023,0,10,3,5.0,16,76.711,0.0649999999999977,-5.013999999999996,0.1428571428571428,0.0,0
281406,D142,HARD,Japanese Grand Prix,2023,0,37,3,10.0,12,98.566,0.4339999999999964,-20.719,0.7115384615384616,0.0,0
119118,COU,HARD,Spanish Grand Prix,2023,0,44,3,15.0,7,79.73,0.0690000000000026,-19.52,0.8461538461538461,0.0,0
404798,D129,HARD,United States Grand Prix,2024,1,14,2,1.0,16,119.852,23.873999999999995,-33.867999999999995,0.1794871794871795,-7.0,0
222670,D021,HARD,Bahrain Grand Prix,2024,1,8,2,3.0,19,98.564,-2.6340000000000003,-32.79900000000001,0.1052631578947368,-1.0,0
7619,D123,HARD,Saudi Arabian Grand Prix,2024,0,14,2,5.0,16,94.723,-3.8530000000000086,-40.63600000000001,0.1842105263157894,4.0,0
247638,D089,HARD,British Grand Prix,2023,0,14,2,4.0,18,94.044,0.1599999999999966,-33.997,0.2916666666666667,0.0,0
275441,D103,HARD,Singapore Grand Prix,2023,0,16,2,3.0,17,140.73,0.0,0.0,0.2580645161290322,-1.0,0
139924,TSU,HARD,Monaco Grand Prix,2023,0,54,2,57.0,14,78.946,-0.0319999999999964,-1.836999999999989,0.7105263157894737,0.0,0
258206,PAL,HARD,Hungarian Grand Prix,2023,0,51,3,25.0,9,83.12,-0.1089999999999946,-21.89,0.7285714285714285,0.0,0
321028,D046,HARD,Italian Grand Prix,2023,0,39,3,14.0,11,87.976,-0.093999999999994,-28.14200000000001,0.7647058823529411,0.0,0
395588,D068,HARD,Austrian Grand Prix,2024,1,66,3,28.0,15,71.913,-9.927999999999995,-3.943999999999989,0.8571428571428571,-7.0,0
225546,D079,HARD,Australian Grand Prix,2023,0,20,2,17.0,6,82.837,-0.5279999999999916,-7.233999999999995,0.3448275862068966,2.0,0
351505,D005,HARD,Qatar Grand Prix,2024,0,48,4,12.0,7,83.272,-0.0929999999999893,-31.898999999999987,0.6666666666666666,-1.0,0
145395,D012,HARD,Bahrain Grand Prix,2024,1,34,3,7.0,16,95.746,-5.234000000000009,-19.13900000000001,0.4788732394366197,3.0,0
399491,D101,HARD,Mexico City Grand Prix,2023,0,24,2,4.0,7,83.966,0.0,0.0,0.3380281690140845,1.0,0
293169,D121,HARD,Hungarian Grand Prix,2023,0,36,2,19.0,12,84.743,-0.0180000000000006,-18.048,0.5217391304347826,0.0,0
152050,D176,HARD,Australian Grand Prix,2023,0,47,2,42.0,6,82.945,0.0759999999999934,-8.733000000000004,0.8103448275862069,0.0,0
403732,TAY,HARD,Pre-Season Testing,2024,1,23,2,15.0,7,96.344,-1.5730000000000075,-41.398,0.2948717948717949,-1.0,0
368545,SWI,HARD,Italian Grand Prix,2024,1,19,2,10.0,17,85.542,-24.540000000000006,-54.066,0.2467532467532467,-7.0,0
275006,D170,HARD,Spanish Grand Prix,2023,0,39,2,22.0,6,80.533,0.0460000000000064,-20.764,0.5909090909090909,0.0,0
8439,D052,HARD,Hungarian Grand Prix,2024,0,67,3,29.0,14,84.21,-5.817000000000007,-21.51200000000001,0.881578947368421,2.0,0
217986,ERI,HARD,Monaco Grand Prix,2025,0,15,1,15.0,6,96.64,1.1779999999999973,-14.054999999999978,0.2,-3.0,0
244998,D119,HARD,Monaco Grand Prix,2023,0,9,1,9.0,4,78.715,0.3719999999999999,-9.10499999999999,0.1153846153846153,0.0,0
56407,D287,HARD,Dutch Grand Prix,2024,1,33,2,10.0,15,86.062,-10.75,-25.32700000000001,0.4342105263157895,4.0,0
211968,SIR,HARD,Canadian Grand Prix,2023,0,31,2,27.0,6,77.769,0.0480000000000018,-63.50699999999999,0.4428571428571428,0.0,0
385720,D207,HARD,Mexico City Grand Prix,2024,1,39,2,4.0,11,83.059,-17.084000000000003,-4.813000000000002,0.5,-1.0,0
367988,DAV,HARD,Qatar Grand Prix,2024,0,34,3,3.0,12,89.176,-15.073999999999998,-47.29599999999999,0.4788732394366197,5.0,0
402583,BOT,HARD,Singapore Grand Prix,2024,1,21,1,30.0,18,100.904,2.9000000000000057,-42.854000000000525,0.2763157894736842,-4.0,0
238410,D310,HARD,Abu Dhabi Grand Prix,2023,0,32,2,26.0,7,92.821,1.8269999999999984,-44.958,0.5517241379310345,-1.0,0
340379,D044,HARD,Canadian Grand Prix,2023,1,12,2,1.0,10,122.251,0.0,0.0,0.1739130434782608,0.0,0
413015,D178,HARD,Miami Grand Prix,2024,1,13,2,1.0,19,109.372,-8.495999999999995,-21.678,0.1710526315789473,-1.0,0
117989,KUB,HARD,Bahrain Grand Prix,2024,0,19,2,12.0,12,98.849,-3.097999999999999,-23.914,0.2467532467532467,4.0,0
205981,D176,HARD,Japanese Grand Prix,2023,1,32,3,7.0,14,111.937,0.0,0.0,0.5614035087719298,-7.0,0
212674,D211,HARD,United States Grand Prix,2023,0,46,2,25.0,10,102.939,0.3439999999999941,-20.719,0.8214285714285714,0.0,0
136272,D348,HARD,Abu Dhabi Grand Prix,2023,0,29,2,14.0,6,88.583,0.100999999999999,-18.626000000000005,0.5,0.0,0
359950,D054,HARD,Azerbaijan Grand Prix,2023,0,32,2,24.0,7,107.035,0.066999999999993,-20.634,0.6274509803921569,0.0,0
83768,D118,HARD,Miami Grand Prix,2024,1,40,2,25.0,8,92.095,-2.814000000000007,-16.027,0.5128205128205128,1.0,0
66978,PIQ,HARD,Abu Dhabi Grand Prix,2023,0,26,2,12.0,18,90.902,-0.1550000000000011,-21.738,0.4482758620689655,0.0,0
277879,D190,HARD,Singapore Grand Prix,2025,1,33,2,10.0,1,95.839,-8.918999999999997,-201.947,0.4230769230769231,5.0,0
353333,CHI,HARD,Japanese Grand Prix,2023,0,29,3,7.0,9,97.844,0.0439999999999969,-19.73400000000001,0.54716981132075,1.0,0
382705,D135,HARD,Hungarian Grand Prix,2023,0,22,2,10.0,6,85.739,-0.0660000000000025,-18.979,0.3142857142857143,0.0,0
323470,D136,HARD,Hungarian Grand Prix,2025,1,22,2,4.0,19,80.972,-25.611000000000004,-140.38099999999997,0.2894736842105263,-2.0,0
175219,D148,HARD,Hungarian Grand Prix,2024,1,32,2,23.0,18,85.928,-9.028000000000006,-22.91200000000001,0.4210526315789473,-2.0,0
130861,D084,HARD,Canadian Grand Prix,2023,0,43,3,18.0,16,77.431,0.5679999999999978,-3.379000000000005,0.6142857142857143,0.0,0
58065,PIQ,HARD,Hungarian Grand Prix,2023,0,38,3,18.0,13,84.06,0.0799999999999983,-7.923000000000002,0.5507246376811594,0.0,0
192124,D386,HARD,Italian Grand Prix,2023,0,29,2,9.0,6,86.739,0.1200000000000045,-20.024,0.5686274509803921,0.0,0
219946,D111,HARD,Monaco Grand Prix,2023,0,33,1,34.0,5,92.958,0.3179999999999978,-12.918999999999995,0.5789473684210527,0.0,0
313066,D045,HARD,United States Grand Prix,2023,0,26,2,18.0,17,104.378,0.0,-20.077,0.5909090909090909,-2.0,0
38212,D234,HARD,Hungarian Grand Prix,2023,0,35,2,24.0,7,82.903,0.1899999999999977,-18.06,0.5,0.0,0
334224,PET,HARD,Austrian Grand Prix,2023,0,31,3,14.0,14,70.959,-0.081000000000003,-23.917,0.4428571428571428,0.0,0
68602,D135,HARD,Mexico City Grand Prix,2023,0,53,3,20.0,10,83.019,-0.0679999999999978,-54.67899999999999,0.7464788732394366,0.0,0
148777,D180,HARD,Las Vegas Grand Prix,2024,0,40,2,17.0,5,97.619,15.893,-22.107,0.5128205128205128,-4.0,0
418694,CAR,HARD,Bahrain Grand Prix,2023,0,28,3,8.0,6,97.774,-0.0450000000000017,-21.06,0.4912280701754385,0.0,0
420045,KLE,HARD,Monaco Grand Prix,2024,0,21,3,21.0,15,78.142,-2.638000000000005,-38.967,0.2763157894736842,-7.0,0
409494,D307,HARD,Canadian Grand Prix,2023,0,64,3,27.0,1,76.036,-0.0759999999999934,-3.082000000000008,0.9142857142857144,0.0,0
130048,BAD,HARD,Canadian Grand Prix,2023,0,19,1,19.0,9,78.624,-0.612000000000009,-13.935999999999993,0.2714285714285714,0.0,0
134081,D004,HARD,Miami Grand Prix,2022,0,17,1,17.0,13,94.783,-9.298999999999992,-178.99599999999998,0.2361111111111111,-9.0,0
438799,D105,HARD,Mexico City Grand Prix,2023,0,45,2,14.0,7,83.071,-0.1370000000000004,-58.47300000000001,0.6338028169014085,0.0,0
50626,ALG,HARD,São Paulo Grand Prix,2025,0,31,1,32.0,5,81.542,-25.003,94.16,0.4305555555555556,2.0,0
139135,D148,HARD,Monaco Grand Prix,2024,1,64,3,12.0,6,76.214,-9.656999999999996,-104.181,0.8205128205128205,-1.0,0
79411,D039,HARD,Italian Grand Prix,2025,0,12,2,3.0,19,84.793,-25.068,-34.971999999999994,0.1558441558441558,-6.0,0
22998,BAT,HARD,Abu Dhabi Grand Prix,2023,0,42,3,6.0,10,88.827,0.3299999999999983,-19.937,0.7241379310344828,0.0,0
208878,SWI,HARD,Australian Grand Prix,2025,1,29,5,5.0,1,96.631,0.0,0.0,0.3717948717948718,1.0,0
48203,PIA,HARD,Australian Grand Prix,2025,0,36,5,6.0,2,131.371,-5.411000000000001,4.379000000000005,0.4615384615384615,0.0,0
380724,STR,HARD,Pre-Season Testing,2024,0,31,1,32.0,9,98.927,14.177000000000008,-32.895000000000024,0.4078947368421052,-2.0,0
205599,D093,HARD,Monaco Grand Prix,2025,0,17,1,17.0,13,79.772,-8.61999999999999,108.371,0.2236842105263158,-10.0,0
80369,HUL,HARD,Monaco Grand Prix,2024,0,75,2,74.0,7,76.954,-2.1610000000000014,-21.339,0.9859154929577464,0.0,0
412207,D082,HARD,Japanese Grand Prix,2025,1,22,2,14.0,1,92.304,-3.9140000000000015,-200.351,0.282051282051282,0.0,0
51446,D180,HARD,Bahrain Grand Prix,2023,0,32,3,16.0,4,97.867,-0.8179999999999978,-36.44,0.5614035087719298,0.0,0
89054,D252,HARD,Austrian Grand Prix,2022,0,4,1,4.0,14,71.723,-8.948000000000008,-29.91000000000001,0.0555555555555555,2.0,0
381972,D173,HARD,Canadian Grand Prix,2023,0,62,2,32.0,5,76.734,0.0549999999999926,-3.9200000000000017,0.8857142857142857,0.0,0
375625,D032,HARD,Mexico City Grand Prix,2022,0,32,2,14.0,10,82.957,-0.6380000000000052,-38.934000000000026,0.4444444444444444,-3.0,0
87791,D157,HARD,Hungarian Grand Prix,2023,0,66,2,36.0,11,84.492,0.0760000000000076,-19.838000000000008,0.9565217391304348,0.0,0
154146,CHI,HARD,Saudi Arabian Grand Prix,2023,0,45,2,31.0,2,93.267,-0.0689999999999884,-1.9170000000000016,0.9,0.0,0
263494,ARN,HARD,Monaco Grand Prix,2024,0,20,2,19.0,16,81.537,-18.887,-4.22999999999999,0.2631578947368421,-2.0,0
264551,D014,HARD,Abu Dhabi Grand Prix,2024,1,10,2,2.0,17,89.828,-10.858999999999996,-49.593,0.1408450704225352,-4.0,0
423491,D075,HARD,Austrian Grand Prix,2024,0,22,2,9.0,3,70.715,-10.179999999999993,-15.974999999999994,0.282051282051282,1.0,0
370077,FIT,HARD,Chinese Grand Prix,2024,1,26,3,5.0,9,103.012,3.567999999999998,-47.72200000000001,0.3611111111111111,-2.0,0
283319,D321,HARD,Miami Grand Prix,2023,0,13,2,8.0,18,94.721,0.2229999999999989,-12.094000000000008,0.2280701754385964,0.0,0
171030,KLE,HARD,Qatar Grand Prix,2024,0,41,3,15.0,11,84.665,1.954000000000008,-50.902,0.5774647887323944,4.0,0
241777,D142,HARD,Australian Grand Prix,2023,0,1,1,1.0,10,92.824,0.0,0.0,0.0175438596491228,-1.0,0
75066,D222,HARD,Mexico City Grand Prix,2024,0,6,1,6.0,20,93.005,-21.258,-25.738000000000014,0.0789473684210526,-10.0,0
185797,D111,HARD,Bahrain Grand Prix,2025,0,34,3,6.0,11,97.841,7.2819999999999965,-7.777000000000001,0.4473684210526316,8.0,0
174621,MAG,HARD,Azerbaijan Grand Prix,2023,0,48,2,49.0,17,106.879,-0.1280000000000001,-26.006,0.9411764705882352,0.0,0
325400,D048,HARD,Australian Grand Prix,2023,0,21,2,21.0,10,81.633,-0.2100000000000079,-10.908,0.3620689655172414,0.0,0
418174,D109,HARD,Azerbaijan Grand Prix,2023,0,9,2,8.0,18,107.774,-0.2169999999999987,-25.073,0.1764705882352941,0.0,0
77094,D076,HARD,Bahrain Grand Prix,2025,1,30,3,5.0,18,98.692,8.25099999999999,-17.336,0.3896103896103896,-3.0,0
164698,NIE,HARD,Hungarian Grand Prix,2023,0,68,3,30.0,14,84.059,-0.054000000000002,-17.918999999999997,0.9855072463768116,0.0,0
409424,HEI,HARD,Mexico City Grand Prix,2023,0,14,1,14.0,12,83.826,-0.0690000000000026,-8.522000000000006,0.1971830985915492,0.0,0
394975,D129,HARD,Abu Dhabi Grand Prix,2025,0,4,1,4.0,15,90.865,1.9359999999999928,91.87399999999998,0.0526315789473684,0.0,0
409667,ALG,HARD,Qatar Grand Prix,2024,0,43,3,12.0,10,88.926,-19.542,-27.74600000000001,0.5657894736842105,6.0,0
156063,LIU,HARD,Monaco Grand Prix,2023,0,12,2,12.0,7,80.543,0.0370000000000061,-5.35799999999999,0.1578947368421052,0.0,0
437531,D179,HARD,Bahrain Grand Prix,2025,0,14,2,5.0,8,97.092,-15.937000000000012,-6.763000000000005,0.1794871794871795,0.0,0
210937,MAR,HARD,Canadian Grand Prix,2022,0,12,2,12.0,5,77.854,-31.941000000000003,-15.897999999999996,0.1666666666666666,0.0,0
201695,D059,HARD,Austrian Grand Prix,2024,1,19,2,11.0,13,71.593,-10.12599999999999,-66.955,0.2676056338028169,-7.0,0
430642,D157,HARD,Austrian Grand Prix,2023,0,28,4,10.0,19,70.008,-0.0979999999999989,-25.303,0.4,0.0,0
252275,RIC,HARD,Miami Grand Prix,2024,1,40,2,35.0,17,92.838,-2.382000000000005,-37.54100000000001,0.5263157894736842,1.0,0
227933,D019,HARD,Abu Dhabi Grand Prix,2023,0,22,2,12.0,16,91.422,0.2039999999999935,-19.645,0.3793103448275862,0.0,0
99879,D147,HARD,Abu Dhabi Grand Prix,2023,0,45,2,27.0,14,90.775,0.5999999999999943,-19.88199999999999,0.7758620689655172,0.0,0
16981,D049,HARD,Hungarian Grand Prix,2023,0,69,3,33.0,5,81.973,-0.1600000000000108,-20.966,0.9583333333333334,0.0,0
209043,RED,HARD,Miami Grand Prix,2022,0,28,2,21.0,15,95.325,0.6069999999999993,-65.749,0.3888888888888889,1.0,0
195179,TAY,HARD,Canadian Grand Prix,2025,1,50,3,17.0,15,77.162,-2.6059999999999945,-141.929,0.6493506493506493,-7.0,0
128831,SAR,HARD,Azerbaijan Grand Prix,2024,0,33,2,24.0,17,107.849,-0.2219999999999942,-25.434999999999988,0.6470588235294118,2.0,0
238652,D229,HARD,Austrian Grand Prix,2024,1,21,2,5.0,1,70.539,-10.851,-47.64999999999999,0.2692307692307692,-1.0,0
58154,ZON,HARD,Azerbaijan Grand Prix,2023,0,12,1,12.0,12,108.297,0.0,-12.293000000000006,0.24,3.0,0
139157,PET,HARD,Azerbaijan Grand Prix,2023,0,23,2,16.0,6,106.409,-0.1439999999999912,-2.837999999999994,0.4509803921568627,0.0,0
339530,PIA,HARD,Emilia Romagna Grand Prix,2024,0,33,2,33.0,5,80.845,-0.742999999999995,-24.352999999999994,0.4230769230769231,-1.0,0
222500,VIL,HARD,Monaco Grand Prix,2023,0,13,1,13.0,2,77.742,0.186000000000007,-4.291999999999987,0.1666666666666666,0.0,0
205376,PER,HARD,Australian Grand Prix,2023,0,5,3,8.0,12,82.957,-1.7070000000000078,-7.897000000000006,0.0862068965517241,1.0,0
222768,D264,HARD,Hungarian Grand Prix,2025,1,50,3,1.0,5,80.961,-13.634,-16.22200000000001,0.6410256410256411,-1.0,0
152666,PIA,HARD,Australian Grand Prix,2023,0,27,2,30.0,11,82.834,-0.0480000000000018,-9.473,0.4736842105263157,0.0,0
188571,MAS,HARD,Hungarian Grand Prix,2024,0,56,4,18.0,14,85.716,-15.033,-26.091000000000008,0.7272727272727273,-3.0,0
170184,CEL,HARD,Abu Dhabi Grand Prix,2023,0,26,3,5.0,18,89.913,0.7669999999999959,-20.381,0.4482758620689655,1.0,0
296008,D233,HARD,Miami Grand Prix,2023,0,28,2,18.0,2,92.958,0.0969999999999942,-16.646,0.4912280701754385,0.0,0
328666,AND,HARD,Qatar Grand Prix,2023,0,54,4,18.0,9,87.086,0.2549999999999954,-18.878,0.9473684210526316,1.0,0
331726,D159,HARD,Monaco Grand Prix,2023,0,8,1,8.0,5,79.835,0.0,-9.073999999999998,0.1025641025641025,0.0,0
145651,HUL,HARD,Saudi Arabian Grand Prix,2025,0,10,1,13.0,15,96.933,-2.950000000000003,-27.829,0.131578947368421,-3.0,0
150082,D280,HARD,Spanish Grand Prix,2023,0,18,2,5.0,15,81.159,0.2920000000000016,-21.841,0.2727272727272727,0.0,0
220726,D152,HARD,Las Vegas Grand Prix,2024,1,31,2,18.0,17,98.878,-10.495999999999997,-36.33699999999999,0.4078947368421052,-4.0,0
338221,TUR,HARD,Abu Dhabi Grand Prix,2023,0,27,3,10.0,19,90.379,-0.0729999999999932,-21.89,0.4736842105263157,0.0,0
243376,D328,HARD,Miami Grand Prix,2023,0,14,2,4.0,11,93.854,0.0,-13.076999999999998,0.25,1.0,0
281261,D093,HARD,Singapore Grand Prix,2023,0,40,2,20.0,1,99.697,-0.0759999999999934,-2.958999999999989,0.6451612903225806,0.0,0
143524,D125,HARD,Canadian Grand Prix,2024,1,47,3,5.0,17,79.832,-22.64,3.884999999999991,0.618421052631579,-3.0,0
150323,D307,HARD,Mexico City Grand Prix,2023,0,61,3,29.0,16,83.479,-0.0660000000000025,-58.04599999999999,0.8591549295774648,0.0,0
211440,D107,HARD,British Grand Prix,2023,0,48,2,20.0,4,91.496,-0.1890000000000071,-21.06,0.9230769230769232,0.0,0
118027,BRA,HARD,Azerbaijan Grand Prix,2022,0,38,3,19.0,11,108.07,20.14700000000001,-46.955,0.5277777777777778,6.0,0
355194,D201,HARD,Canadian Grand Prix,2025,0,13,1,13.0,10,77.247,-4.828000000000003,47.69,0.1710526315789473,-2.0,0
105146,WUR,HARD,Azerbaijan Grand Prix,2022,0,7,1,7.0,16,131.549,30.689,-38.73700000000001,0.0972222222222222,-4.0,0
97030,D162,HARD,Singapore Grand Prix,2023,0,32,2,15.0,4,100.31,0.0330000000000012,-40.784000000000006,0.8,0.0,0
197504,FIT,HARD,Austrian Grand Prix,2024,0,22,2,12.0,10,71.365,-9.799000000000008,-58.257000000000005,0.2857142857142857,8.0,0
298127,BUT,HARD,Canadian Grand Prix,2025,0,70,2,47.0,12,77.334,-0.093999999999994,-32.56499999999998,0.9333333333333332,-8.0,0
47071,D314,HARD,Italian Grand Prix,2023,0,32,2,16.0,11,87.011,0.0600000000000022,-20.966000000000008,0.6274509803921569,0.0,0
390526,GLO,HARD,Italian Grand Prix,2024,0,34,2,21.0,10,84.826,9.887999999999993,-37.79900000000001,0.4415584415584415,5.0,0
137882,D113,HARD,Bahrain Grand Prix,2023,0,16,2,5.0,6,98.735,-0.1760000000000019,-22.769000000000005,0.2807017543859649,1.0,0
78028,BEL,HARD,Canadian Grand Prix,2022,0,3,1,3.0,15,80.082,-31.71900000000001,-31.774,0.0416666666666666,-4.0,0
208899,GUT,HARD,Mexico City Grand Prix,2023,0,25,2,5.0,15,101.84,-0.2349999999999994,-34.907,0.4032258064516129,0.0,0
